1	1248	275	4.11165
1	1279	296	4.01892
1	1314	161	4.058
1	1356	376	4.12175
1	1434	253	4.02592
1	1483	339	4.07382
1	1489	306	4.00584
1	1710	154	4.12531
1	1735	185	4.09796
1	1749	273	3.94737
1	1776	98	4.09664
1	2015	84	4.19353
1	2195	136	4.09149
1	2226	177	4.07456
1	2257	125	4.08438
2	1244	2820	3.03025
2	1265	2793	3.09775
2	1303	2753	3.05325
2	1330	2476	3.32889
2	1333	2878	2.96963
2	1339	2700	3.19626
2	1340	2648	3.14734
2	1395	2834	3.07216
2	1422	2676	3.15007
2	1449	2761	3.00232
2	1495	2704	3.19594
2	1655	2609	3.24834
2	1693	2660	3.18807
2	1716	2585	3.27271
2	1733	2750	3.0434
2	1818	2451	3.33625
2	1854	2674	3.21227
2	1861	2456	3.31233
2	1880	2578	3.20313
2	1964	2723	3.20399
2	2010	2818	3.02365
2	2012	2680	3.18442
2	2015	2548	3.21842
2	2047	2731	3.15129
2	2106	2785	3.00845
2	2119	2642	3.22865
2	2180	2604	3.24217
2	2195	2489	3.31305
3	1218	3118	2.93145
3	1244	3125	2.82282
3	1314	2758	3.20943
3	1419	3047	3.05421
3	1449	3080	2.76365
3	1461	2955	3.1172
3	1462	2999	3.08212
3	1470	2756	3.16253
3	1489	3035	2.99576
3	1509	2815	3.16136
3	1556	2932	3.07973
3	1587	2992	2.97883
3	1595	3048	3.021
3	1605	2641	3.16365
3	1647	2748	3.13875
3	1711	2939	3.12569
3	1733	3066	2.82871
3	1757	3026	2.95853
3	1780	2839	3.11966
3	1851	3097	2.92053
3	1870	2307	3.37328
3	1880	2875	3.0465
3	1889	2833	3.09044
3	1962	2873	3.07667
3	1981	3087	3.01828
3	1996	2926	3.09906
3	2046	2818	3.19704
3	2047	3069	2.96299
3	2056	3191	2.81123
3	2110	2842	3.15109
3	2217	3013	3.07497
3	2223	2658	3.20773
3	2270	2839	3.17219
3	2288	3246	2.6544
3	2298	3045	3.03838
4	1340	3173	2.78769
4	1356	3201	2.74821
4	1587	3200	2.82254
4	1980	3004	2.81587
4	2015	3197	2.80644
4	2097	3348	2.84648
4	2131	3326	2.8057
4	2378	3360	2.83809
5	1404	3157	2.93091
5	1422	3165	2.84295
5	1449	3251	2.56875
5	1468	2829	3.17513
5	1516	3220	2.85679
5	1556	3043	3.02715
5	1893	3134	3.01887
5	1920	1732	3.49846
5	1980	3029	2.79771
5	2012	3129	2.91254
5	2015	2988	2.98079
6	1448	437	3.86678
6	1552	466	3.92059
6	1597	482	3.95423
6	1607	525	3.80816
6	1617	424	3.86985
6	1706	502	3.90299
6	1780	501	3.8363
6	1807	377	3.89581
6	1811	475	3.89591
6	1920	580	3.74612
6	1925	436	3.99438
6	1961	506	3.88243
6	1962	448	3.89113
6	2015	357	3.93393
6	2244	417	3.99083
6	2288	528	3.99732
6	2403	431	3.87382
7	1265	2634	3.18372
7	1383	2065	3.39262
7	1581	1280	3.57943
7	1851	2580	3.21311
7	1924	946	3.6497
7	2010	2753	3.0709
7	2015	2151	3.38365
7	2024	1933	3.47291
7	2106	2721	3.04517
7	2109	2363	3.31175
7	2288	2895	2.93234
8	1470	2627	3.22491
8	1841	2705	3.20963
8	2015	2578	3.20518
8	2077	2613	3.19677
8	2106	2565	3.14635
8	2288	2600	3.12426
9	1230	3429	2.7582
9	1377	3343	2.80433
9	1408	3458	2.71718
9	1447	3261	2.6191
9	1527	3433	2.81229
9	1624	3435	2.5923
9	1635	3306	2.60754
9	1880	3289	2.72361
9	2074	3481	2.73211
9	2143	3477	2.69715
10	1219	766	3.71088
10	1449	2553	3.13176
10	1496	2430	3.28165
10	1616	2467	3.27537
10	1629	1867	3.49636
10	1698	2588	3.07656
10	1804	1162	3.59912
10	1968	1524	3.56287
10	2092	2313	3.29541
10	2288	2832	2.97633
10	2371	1592	3.55457
10	2376	2510	3.20285
11	1440	1196	3.60998
11	1447	1229	3.58095
11	1516	925	3.68854
11	1551	1104	3.63859
11	1556	591	3.80704
11	1696	781	3.74118
11	2106	1783	3.49391
11	2205	746	3.74084
11	2288	2126	3.38442
12	1297	3591	2.26443
12	1340	3480	2.38436
12	1377	3566	2.5191
12	1422	3547	2.40387
12	1600	3598	2.52743
12	1626	3657	2.38347
12	1641	3646	2.4934
12	1680	3209	2.39909
12	1725	3688	2.49349
12	1778	3491	2.58267
12	2012	3551	2.4212
12	2018	3592	2.4394
12	2035	3633	2.50441
12	2063	3368	2.43774
12	2181	3510	2.41441
12	2352	3686	2.49001
12	2378	3626	2.51284
13	1353	2286	3.3862
13	1422	2297	3.32907
13	1495	2347	3.34662
13	2195	2288	3.37956
14	1228	1132	3.61227
14	1315	1016	3.6785
14	1369	1027	3.66601
15	1380	3460	2.772
15	1564	3582	2.58892
15	1667	3445	2.72674
15	1726	3633	2.2938
15	1854	3570	2.5736
15	1880	3415	2.55864
15	1941	3188	2.77844
15	1948	3619	2.45206
15	1984	3536	2.63371
15	2010	3496	2.31415
15	2015	3366	2.58137
16	1281	726	3.78032
16	1605	728	3.70804
16	1794	544	3.81964
16	1912	616	3.80393
16	2102	548	3.88289
16	2223	688	3.73179
16	2266	805	3.71125
16	2321	702	3.74943
17	1593	223	4.04173
17	1773	239	4.04934
17	1860	212	4.01149
17	1912	167	4.13058
17	1918	204	4.01755
17	1984	183	4.05754
17	2092	182	4.12914
17	2233	170	4.04526
18	1340	1850	3.46916
18	1354	1971	3.44233
18	1425	1934	3.4497
18	1579	1894	3.45409
18	1680	1823	3.44465
18	1757	1937	3.46121
18	1835	1875	3.45774
18	1968	1940	3.45806
18	2288	1980	3.43353
19	1237	3558	2.73369
19	1297	3534	2.34504
19	1340	3349	2.59616
19	1354	3426	2.63576
19	1425	3409	2.52772
19	1434	3572	2.58441
19	1496	3533	2.43461
19	1501	3266	2.90607
19	1605	3295	2.68917
19	1611	3496	2.48537
19	1613	3366	2.59281
19	1635	3432	2.43046
19	1645	3472	2.69732
19	1687	3528	2.64307
19	1721	3682	2.46384
19	1736	3574	2.67235
19	1747	3593	2.62603
19	1854	3572	2.57127
19	1861	3503	2.67974
19	1941	3189	2.77568
19	1958	3237	2.85401
19	1962	3436	2.63268
19	1980	3321	2.43261
19	2010	3440	2.41181
19	2012	3446	2.60851
19	2015	3292	2.69814
19	2032	3488	2.79663
19	2047	3554	2.51459
19	2063	3273	2.6164
19	2067	3585	2.60867
19	2093	3598	2.56512
19	2102	3506	2.48433
19	2104	3607	2.65356
19	2106	3411	2.3277
19	2109	3419	2.55881
19	2156	3513	2.60699
19	2188	3557	2.47246
19	2223	3362	2.77196
19	2242	3474	2.71244
19	2251	3603	2.37212
19	2293	3588	2.46737
19	2315	3641	2.52749
19	2359	3605	2.61382
19	2371	3602	2.67645
19	2378	3449	2.7626
20	1244	3433	2.49251
20	1329	3446	2.74082
20	1358	3505	2.65701
20	1377	3407	2.74658
20	1449	3334	2.45977
20	1471	3557	2.66549
20	1579	3371	2.64384
20	1726	3514	2.47357
20	1800	3492	2.5898
20	2010	3397	2.49035
20	2077	3365	2.64328
20	2109	3377	2.62385
20	2148	3388	2.85452
20	2156	3474	2.65481
21	1263	1546	3.56993
21	1279	960	3.66439
21	1293	1300	3.57515
21	1301	1746	3.5082
21	1303	704	3.8059
21	1339	1035	3.65721
21	1340	925	3.66749
21	1377	1784	3.50437
21	1413	1089	3.62291
21	1465	1481	3.57228
21	1472	1785	3.50572
21	1546	1669	3.53281
21	1616	850	3.75558
21	1617	1874	3.48568
21	1632	775	3.71945
21	1636	941	3.69811
21	1687	1527	3.57351
21	1709	1771	3.51619
21	1716	1528	3.57316
21	1737	2359	3.33045
21	1807	1760	3.50806
21	1910	1294	3.58057
21	1945	1662	3.54127
21	1962	1172	3.59702
21	2021	2601	3.27071
21	2023	1082	3.62245
21	2136	2413	3.3476
21	2177	1810	3.49644
21	2215	919	3.70379
21	2230	1636	3.54014
21	2288	566	3.96287
21	2309	2421	3.34298
21	2410	1559	3.56698
22	1303	2517	3.18458
22	1340	2256	3.32724
22	1449	2574	3.11837
22	1733	2520	3.17756
22	1767	2495	3.25598
22	1794	2063	3.42935
22	1807	1878	3.48125
22	1845	2512	3.23693
22	1968	2050	3.43012
22	2010	2549	3.18587
22	2063	2200	3.3581
22	2102	2450	3.2621
22	2106	2579	3.13853
22	2172	2605	3.1585
22	2227	1984	3.46437
22	2376	2560	3.17509
23	1340	3119	2.83687
23	1447	3161	2.74174
23	1778	2899	3.10964
23	1785	3209	2.97854
23	1968	3093	2.96426
23	2098	3218	2.85827
23	2100	3066	3.02426
24	1255	2799	3.1136
24	1286	2782	3.17032
24	1418	2606	3.26061
24	1465	2522	3.26549
24	1495	2750	3.17202
24	1502	1631	3.53883
24	1509	2508	3.30129
24	1542	2357	3.34557
24	1636	2818	3.12995
24	1665	2305	3.37891
24	1693	2703	3.16888
24	1755	2586	3.23731
24	1775	2702	3.20415
24	1831	2814	3.15399
24	1891	2696	3.19555
24	1962	2579	3.22722
24	2005	2735	3.20627
24	2012	2716	3.16592
24	2042	2656	3.22011
24	2120	2687	3.20671
24	2138	2137	3.43552
24	2167	2661	3.24543
24	2172	2887	2.99369
24	2181	2686	3.13087
24	2244	2898	3.01146
24	2330	2415	3.34418
25	1301	2175	3.39664
